id,text
480,Activist Fund TCI Backs German Takeover of London Stock Exchange
481,Rio Tinto Reaffirms Goal for Iron Ore Output
482,"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears"
483,"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears"
484,Britain's FTSE advances as Royal Mail rises
485,Royal Mail share price rallies amid positive broker comments
486,"Water utility Severn Trent ups savings forecast, FY profit falls"
487,Ofcom says will not impose new price controls on Royal Mail
488,United Utilities' full-year underlying operating profit falls 9 percent
489,Clydesdale Bank H1 profits weighed down by PPI charge
490,Intercontinental Exchange Opts Not to Bid for London Stock Exchange
491,InterContinental Hotels first-quarter global room revenue lags estimates
492,UK's FTSE climbs to record closing high as Standard Chartered surges
493,Britain's FTSE lifted by solid Kingfisher
494,"South Africa approves SABMiller, Coke bottling deal with conditions"
495,Standard Life chief agrees Â£600000 bonus cut
496,Sugar tax spurs Pepsi owner Britvic to change drinks recipes by 2020
497,Barclays raises 603 million pounds from African business share sale
498,"L&G fund arm, Nikko Asset Management sign bond fund distribution deal"
499,Wolseley says Nicholls won't join as finance chief
500,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million
501,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million
502,Fewer multi-buys hurt Sainsbury's market share
503,London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit
504,London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit
505,BP joins forces with Det Norske in Norway
506,BP joins forces with Det Norske in Norway
507,BP to pay investors $175m over Gulf spill claims
508,Intertain considers London listing
509,BRIEF-Legal & General's retirement business books 4 billion stg H1 sales
510,Antofagasta Sees Lower Cash Costs In 2015 - Quick Facts
511,Johnson Matthey revs up on clean air drive
512,Weir Group offloads two renewables units
513,"FTSE hits three-week low as financials, Tesco fall"
514,Shell to build large-scale chemical plant in the US
515,Lloyds planning to cut 640 jobs to cut costs - sources
516,Tullow Oil eyes lower earnings as output falls
517,RBS will reportedly appoint Howard Davies as its next chairman
518,Jim Armitage: Barclays boss Jes Staley steps up to the plate with post-Leave positivity
519,RBS and Barclays shares temporarily suspended amid heavily losses
520,RBS and Barclays shares temporarily suspended amid heavily losses
521,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows"
522,AstraZeneca does US$770mln anaesthetic deal
523,ARM swings to profit in fourth quarter
524,Shareholder advisory groups back London Stock Exchange merger
525,Shares in easyJet fall to three-year low after Brexit profit warning
526,"Goldman Sachs, Barclays, HSBC downplay Brexit threat"
527,"Goldman Sachs, Barclays, HSBC downplay Brexit threat"
528,"Goldman Sachs, Barclays, HSBC downplay Brexit threat"
529,"Britain's FTSE hits three-week low as financials, Tesco fall"
530,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale
531,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale
532,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale
533,BP boosts FTSE towards four and a half month high
534,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk
535,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk
536,Oilfield services firm Petrofac's debt shoots up 50 per cent
537,Royal Mail and workers' union agree pay deal
538,WPP shareholders should oppose company on pay at AGM - PIRC
539,Google Fiber to buy Webpass for big city Internet service
540,Jim Armitage: Amazon is Primed to deliver pain to grocery's old guard
541,HSBC Hit by Fresh Details of Tax Evasion Claims
542,Standard Life and Old Mutual join CII push to professionalism
543,Tesco sales recover as focus returns to core business
544,Old Mutual faces backlash over Â£9m chief exec payout plan
545,"Ashtead to buy back shares, full-year profit beats estimates"
546,Shell to Go Ahead With Petrochemical Plant in Pennsylvania
547,Profits leap at Dixons Carphone - and it isn't worried about Brexit
548,Tesco Mobile Partners with Unlockd to Change the Way Consumers Use and Pay for Their Mobile Phones
549,Johnson Matthey profit falls but dividend rises
550,"Tesco says recovery on track, asks investors to be patient"
551,Barclays CEO Staley Says Brexit Slump Caused by Profit Fears
552,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?"
553,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?"
554,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?"
555,SSE cuts gas prices by 4.1% to become fifth of 'Big Six' providers to slash energy ...
556,"Miners help FTSE recover, Rio Tinto leads higher"
557,Priceline's stock jumps to new high for the year after Barclays upgrade
558,AstraZeneca sells rights to anaesthetics to South Africa's Aspen
559,"Tesco set to sell Kipa, Giraffe businesses - Sky News"
560,"Tesco set to sell Kipa, Giraffe businesses - Sky News"
561,"Tesco set to sell Kipa, Giraffe businesses - Sky News"
562,Relief for Lewis as Tesco sees sales grow for first time in a year
563,Former Schroders trader sentenced to 2 years in prison
564,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever
565,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever
566,The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever
567,HSBC Says Unit to Book $585 Million Charge on Settlement
568,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts"
569,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts"
570,Four ex-Barclays bankers sentenced for roles in Libor rate-rigging scandal
571,HSBC chief hit with tax-avoidance scandal
572,"CompaniesPound to boost ABF for now, but mixed impact ahead"
573,Britain's power supplies enough to meet winter demand - National Grid
574,Royal Bank of Scotland chair hints Brexit turmoil will delay government sale
575,Three former Barclays traders found guilty in Libor rigging trial
576,Aviva promises higher dividends to boost flagging share price
577,London stock exchange shareholders vote on merger deal under Brexit cloud
578,3 ex-Barclays traders convicted over Libor rigging
579,UK Serious Fraud Office Seeks Retrial of Two Former Barclays Libor Traders
580,CompaniesFresnillo shares jump 8% as silver price breaks $21
581,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?"
582,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?"
583,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?"
584,Berkshire seeks to boost its Wells Fargo stake above 10 percent
585,Berkshire seeks to boost its Wells Fargo stake above 10 percent
586,CFTC fines Barclays $560000 for inaccurate swaps position reports
587,"UPDATE: British American Tobacco 2014 Profit Drops, Difficult 2015 Ahead"
588,BRIEF-Persimmon says too soon to judge effect of Brexit
589,Tesco share price tumbles after negative broker note
590,London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse
591,London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse
592,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct
593,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct
594,Ex-Barclays traders sentenced to up to six years' jail in Libor case
595,Standard Life shuts Â£2.9bn property fund after investors rush to withdraw money post-Brexit
596,Berkshire applies to boost Wells Fargo stake above 10 percent
597,Berkshire applies to boost Wells Fargo stake above 10 percent
598,"Aviva, M&G suspend property funds as investors panic"
599,"Aviva, M&G suspend property funds as investors panic"
600,Associated British Foods helps FTSE to rebound
601,UPDATE 2-Three former Barclays traders found guilty in Libor rigging trial
602,"UK housing market steadies after Brexit dip, Persimmon says"
603,BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017
604,Exclusive - Shell CEO warns Brexit could slow $30 billion asset sale plan
605,Morrisons finance chief to fill gap as CEO leaves early
606,Four former Barclays bankers jailed over Libor
607,Persimmon reports strong trading despite EU vote and planning delays
608,Fears Primark growth is starting to falter
609,Builder Persimmon hails 6% rise in house sales
610,Aviva suspends trading in Â£1.8bn UK property fund
611,MarketsMoneysupermarket slides 11% on Barclays Brexit warning
612,Oil giant BP reports loss of $4.4 billion in 4th quarter of 2014
613,Property Stocks Slump After Standard Life Freezes U.K. Fund
614,Easyjet in talks with EU governments about moving its headquarters out of the UK
615,Two former Barclays traders face retrial over Libor
616,MarketsProperty stocks under pressure after Standard Life fund move
617,EasyJet attracts more passengers in June but still lags Ryanair
618,EasyJet attracts more passengers in June but still lags Ryanair
619,"UPDATE: Persimmon Profit Up Strongly, Outlook Positive"
620,"Aviva plans to up pay-out ratio, says too soon to judge Brexit impact"
621,Weir leads FTSE lower after oil price profits warning
622,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan
623,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan
624,Tesco shareholders back ITV head for chairman
625,Tesco shareholders back ITV head for chairman
626,"Buffett's Berkshire builds Deere stake, dumps Exxon"
627,"Buffett's Berkshire builds Deere stake, dumps Exxon"
628,"Buffett's Berkshire builds Deere stake, dumps Exxon"
629,Aviva Fined $27 Million by U.K. Regulator Over Fee Failings
630,AstraZeneca's patent on asthma drug invalidated by US court
631,Whitbread share price climbs on Q4 sales growth
632,BP share price: Group loses bid to limit Clean Water Act fine
633,Warren Buffett defends Berkshire Hathaway's conglomerate structure
634,Aberdeen's shares slide as net outflows accelerate
635,AstraZeneca two-in-one drug succeeds in lung disease test
636,LONDON MIDDAY BRIEFING: Kingfisher's French Expansion Hits The Rocks
637,G4S sees profits rise but UK contract problems remain
638,Tesco takes fight to discounters with price cuts on brands
639,BP's fine for Gulf of Mexico spill capped by ruling
640,Legal & General eyes company deals as individual annuities wither
641,RBS job cuts draw attention to number that are still there
642,Britain's FTSE eyes 7th straight daily rise; Wolseley lags
643,UK's FTSE hits new record highs as CRH climbs
644,Halfords recruits Jill McDonald as CEO
645,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover
646,Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover
647,Standard Chartered Shares Jump Most Since '12 After Upgrades
648,Profits Fall 25% At Standard Chartered PLC: Should You Buy Or Sell?
649,Auto Trader share price surges as company floats on LSE
650,New Credit Suisse boss faces stiff challenge in Asia
651,Glencore slashes 2015 capex budget as annual profits slip 2%
652,"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February"
653,"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February"
654,Is It Worth Investing In Tesco PLC And Prudential plc Now?
655,Is It Worth Investing In Tesco PLC And Prudential plc Now?
656,Insight hires Aviva's David Hillier for multi-asset team
657,Insight hires Aviva's David Hillier for multi-asset team
658,UK lawmakers warn Royal Mail against further price hikes
659,Earnings surge as fund manager Schroders reports a record year
660,"FDA panel backs Glaxo asthma drug for adults, not adolescents"
661,MarketsUS industrials lag as Barclays dims view
662,3 Reasons Why Lloyds Banking Group PLC Is Worthy Of A Place In Your ISA
663,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers
664,UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers
665,Direct Line rings up higher profit
666,"Warren Buffett's Awesome Feat at Berkshire Hathaway, Revisited"
667,Barclays drags FTSE into red as compensation mounts
668,BP signs $12 billion energy deal in Egypt
669,"Glencore 2014 profit in line, takes $1.1 billion impairment charge on commodity ..."
670,Sainsbury's says to outperform rivals in tough market
671,"Glencore 2014 profit in line, takes $1.1 billion charge on commodity prices"
672,CompaniesKingfisher bid for Mr Bricolage runs into trouble
673,CompaniesKingfisher bid for Mr Bricolage runs into trouble
674,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing
675,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls"
676,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls"
677,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls"
678,GSK and Novartis complete deals to reshape both drugmakers
679,GSK and Novartis complete deals to reshape both drugmakers
680,"StanChart capital raising would be major surprise"" -investor Aberdeen"""
681,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger"
682,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger"
683,Tesco turnaround gathers pace under new CEO
684,Citigroup to Sell OneMain to Springleaf for $4.25 Billion
685,Citigroup to Sell OneMain to Springleaf for $4.25 Billion
686,Citigroup to Sell OneMain to Springleaf for $4.25 Billion
687,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb"
688,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb"
689,British American Tobacco drops and sues PwC over pollution scandal
690,British American Tobacco drops and sues PwC over pollution scandal
691,"Intertek Hit By Pound Strength, Oil & Gas Slowdown; Still Ups Dividend"
692,UPDATE 1-BP signs $12 billion energy deal in Egypt
693,Australian mining slowdown hits Aggreko
694,UK's FTSE has worst day so far in 2015 as BG and Prudential fall
695,UK's FTSE has worst day so far in 2015 as BG and Prudential fall
696,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit"
697,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit"
698,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit"
699,Friday Papers: Sir Philip Green sells BHS for Â£1
700,RPT-UPDATE 2-Tesco turnaround gathers pace under new CEO
701,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks
702,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks
703,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US
704,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US
705,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US
706,TOP NEWS: Barclays Profit Depressed By Foreign Exchange Provisions
707,CompaniesGlencore's annual results beat forecasts
708,Sainsbury's share price: Supermarket pushes ahead with Netto roll-out
709,RBI surprises Street; Sensex pares gains after hitting mount 30k
710,Credit Suisse poaches Prudential's Thiam for Asian push
711,UK to raise 9 billion pounds through Lloyds share sales
712,Kingfisher takeover of Mr Bricolage could hit a brick wall
713,Kingfisher takeover of Mr Bricolage could hit a brick wall
714,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall"
715,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall"
716,"3G Capital, Warren Buffett's Favorite Partner in Deals Worth Billions"
717,Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger
718,Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger
719,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US
720,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US
721,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US
722,Admiral Group posts decline in 2014 earnings
723,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester
724,Legal & General arm buys 50 pct stake in MediaCityUK in Manchester
725,Randgold profit hit by poor gold price but dividend still increases
726,Britain's Tesco starts land sell-off process
727,Travis Perkins to create 4000 jobs
728,David Potts: There's trouble in store for the new boss of Morrisons
729,"CompaniesTravis Perkins lifts dividend, earnings rise 15%"
730,Market Report: Aviva tops the market as traders approve of its choice of Friends
731,Market Report: Aviva tops the market as traders approve of its choice of Friends
732,Standard Chartered considering move from UK
733,UK chip designer ARM hits a high after iPhone 6 boost
734,"Five years after BP oil spill, some Gulf oystermen are losing hope"
735,Primark racks up a happy Christmas after strong sales
736,Pearson lags as UK's FTSE slips off record high
737,"FDA panel backs safety updates for AstraZeneca, Takeda drugs"
738,"FDA panel backs safety updates for AstraZeneca, Takeda drugs"
739,Glaxo gets OK to expand marketing of inhaler drug
740,CompaniesDiageo stays neutral on India boardroom turmoil
741,Standard Life stands tall amid pension reform
742,UPDATE 2-AstraZeneca's diabetes drug Onglyza may increase death rate -FDA
743,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle
744,UPDATE 1-Pearson expects to grow this year after solid end to 2014
745,Schroders posts profit growth
746,FDA: Data suggests AstraZeneca drug may increase death rate
747,Germanwings disaster will not affect image of budget air travel - easyJet
748,Germanwings disaster will not affect image of budget air travel - easyJet
749,"Homebuilders, Shire Gains Spur FTSE 100 to Rally Beyond Record"
750,Shell's $70 Billion BG Deal Meets Shareholder Skepticism
751,Shell's $70 Billion BG Deal Meets Shareholder Skepticism
752,5 Years After BP Spill: What's Changed in Offshore Drilling
753,Tesco sells Blinkbox and broadband service to TalkTalk
754,Tesco sells Blinkbox and broadband service to TalkTalk
755,Tesco sells Blinkbox and broadband service to TalkTalk
756,Tesco's boss knows which side his bread is buttered
757,Shell offers 50 percent premium to buy BG for $70 billion
758,Shell offers 50 percent premium to buy BG for $70 billion
759,Tesco's deals with suppliers reflected a retailer with the wrong priorities
760,Warning as RBS slumps to Â£446m loss
761,WPP boosts sales despite cautious clients
762,"UPDATE: AstraZeneca's Selumetinib Gets Orphan Drug Label, Good AZD9291 ..."
763,Foreign exchange probes push RBS to Â£446m loss
764,Pearson expects to return to growth this year
765,WPP's Sir Martin Sorrell is highest-paid FTSE 100 chief executive
766,GSK reveals strong trial results for shingles drug
767,Standard Life assets under administration up 5 pct to 312 bln pounds
768,Standard Chartered Misses Estimates in Sands's Last Results
769,Higher energy consumption fails to lift Centrica's Q1 results
770,Shell to buy BG Group in $69.7 billion takeover
771,Shell to buy BG Group in $69.7 billion takeover
772,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise
773,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise
774,Euro zone QE helps Standard Life first-quarter funds boost
775,BAE may sell part of US intelligence and security business
776,Shell Targets Gains From Brazil to LNG With Takeover of BG Group
777,Shell challenges Exxon dominance with 47 billion-pound bid for BG
778,Shell challenges Exxon dominance with 47 billion-pound bid for BG
779,Shell challenges Exxon dominance with 47 billion-pound bid for BG
780,REFILE-BP agrees UK gas pipeline stake sale to infrastructur
781,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion
782,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion
783,Struggling Morrisons pays out Â£3m to sacked boss Dalton Philips â€“ with more to ...
784,City spirits sink after Diageo comes up short with sales slide
785,Centrica prepared for takeover approach - chairman
786,FTSE 100 movers: BG Group leads the charge as resource stocks jump
787,EasyJet Passenger Numbers And Load Factor Improve In March
788,Centrica's shareholders protest over new chief's pay package
789,Diageo receives reports from United Spirits on financial irregularities involving ...
790,Diageo receives reports from United Spirits on financial irregularities involving ...
791,Unilever profit rises despite sales slump in China
792,Morrisons share price: Group trading director departs as management cull ...
793,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline
794,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline
795,Weir Group sees continued fall in orders from oil and gas business
796,Clydesdale Bank hit with record PPI fine for 'unacceptable' staff lies
797,Gabon Considering Back Tax Penalties Against Royal Dutch Shell
798,CompaniesOil slump forces Weir Group into more job cuts
799,AstraZeneca immune system drug wins orphan status in rare cancer
800,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home"
801,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home"
802,"GLOBAL MARKETS-Stocks gain on Royal Dutch Shell bid, oil slumps"
803,Tesco sales rise shows tentative recovery continues
804,Payout from BP oil spill settlement tops $5 billion
805,Diageo sales disappoint as currency and comparatives leave bitter taste
806,"FTSE 100 moves lower, but HSBC outperforms"
807,Here's my 10-point plan to make Tesco great again
808,Silicon Fen' champion brings exacting approach to Rolls-Royce
809,Tesco leads leap in FTSE 100; Marks & Spencer drops
810,Tesco leads leap in FTSE 100; Marks & Spencer drops
811,AstraZeneca profit down as sales of stalwarts fade
812,"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO"
813,Shire dry eye drug fast-tracked by FDA
814,Standard Life hit by 'unprecedented' number of calls on pension freedoms
815,WPP Q1 Revenue Rises Over 8% - Quick Facts
816,Fitch: Citi's 1Q'15 Reports Much Improved Results
817,"Persimmon makes strong start, but notes pre-election uncertainty"
818,Dave Lewis admits long road ahead for Tesco recovery
819,Glencore blames rivals for creating metals glut
820,Doubts grow over GlaxoSmithKline's $6 bln capital return plan
821,easyJet leads Britain's FTSE lower as global bond rout resumes
822,CompaniesSainsbury shares firm despite pre-tax loss
823,Imperial Tobacco Adds Quarterly Dividends After Profit Rose
824,EU membership vital for UK's energy market - National Grid CEO Steve Holliday
825,Royal Dutch Shell profit rises; dividend up 4%
826,BG Group Still Happy With Shell's $70 Billion Offer
827,BG Group Still Happy With Shell's $70 Billion Offer
828,SABMiller buys Meantime to quench thirst for craft beer
829,SABMiller buys Meantime to quench thirst for craft beer
830,Buffett's Berkshire delivers 9.8% profit growth
831,Severn Trent Profit Offsets Interest Rate Swap Losses
832,Aviva shuts Friends Life head office in rapid integration move
833,Aviva shuts Friends Life head office in rapid integration move
834,Aberdeen Asset Management profit rises
835,Retailers Kingfisher and Sports Direct rise in Britain's share index
836,Retailers Kingfisher and Sports Direct rise in Britain's share index
837,Deutsche Telekom to Spend $27 Billion on Network in Germany
838,Cost savings help Robinsons maker Britvic to first-half profit
839,"GlaxoSmithKline targets growth across units, scraps ViiV IPO"
840,Tesco share price closes higher as two more directors leave grocer
841,Tesco leads FTSE higher on Clubcard bid reports
842,ITV shares dip after update
843,Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration
844,Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration
845,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo"
846,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo"
847,Sports Direct Shares Tumble as Founder Ashley Sells Shares
848,Tesco names Deloitte as new auditor after accounting scandal
849,"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct"
850,FTSE ends higher; 3i Group leads after strong earnings
851,Protesters gather in Seattle to block access to Shell oil rig
852,Land Securities warns of rent rises
853,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean"
854,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean"
855,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults
856,"Cost cuts, asset sales and writedowns in store for Tesco"
857,Glencore chief blames rivals' overproduction for share price fall
858,Rolls-Royce Holdings To Reduce 600 Employees In Its Marine Business
859,UPDATE 1-Rio Tinto to sell aluminium assets in $1 bln deal -paper
860,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs"
861,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs"
862,Shell's Arctic return faces hurdle at Seattle port
863,Tesco's boardroom clearout continues
864,Credit checker Experian reports fall in full-year profit
865,Hargreaves Lansdown share price falls as costs mount - although pensions ...
866,"SSE to Shut Coal-Fired Plant Amid Shift to Gas, Renewable Energy"
867,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT"
868,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT"
869,Barclays hit with record fine as six banks settle forex scandal
870,UPDATE 1-Seattle flotilla protests Shell's Arctic drilling plans
871,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution
872,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution
873,Land Securities share price: group reveals strong full-year results
874,Questor share tip: Mondi shares jump 10pc on strong start
875,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge"
876,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge"
877,Tesco to close remaining Homeplus stores in UK
878,IAG closes in on Aer Lingus with increased offer
879,"Britain's FTSE gains, Land Securities up after dividend hike"
880,Morrisons share price: Founder's son to assist CEO with turnaround
881,IMI posts drop in first-quarter organic revenue; warns on full year
882,"Britain's FTSE bounces back, Mondi and Barratt lead"
883,"Britain's FTSE bounces back, Mondi and Barratt lead"
884,"AstraZeneca digs into precision medicine with lung, heart deals"
885,Morning Agenda: Shire's Deal for NPS
886,Morning Agenda: Shire's Deal for NPS
887,Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets
888,Do it for me' trend underpins UK sales growth at Kingfisher
889,Mongolia and Rio Tinto agree $5bn Oyu Tolgoi mine expansion
890,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ..."
891,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ..."
892,"Centrica extends gas deals with Gazprom, Statoil"
893,"Centrica extends gas deals with Gazprom, Statoil"
894,"Centrica extends gas deals with Gazprom, Statoil"
895,AstraZeneca to invest $285 mln in Swedish plant
896,"Aberdeen AM posts H1 outflows, says conditions to remain challenging"
897,"UPDATE 2-Prudential will see strong first-half earnings, outgoing CEO says"
898,BP wins right to appeal some Gulf spill damages claims
899,Tesco set to put mobile unit for sale - FT
900,PRESS: Tesco Cuts 450 Jobs As Final Homeplus Stores Closed - Sky News
901,"Britain's FTSE lags euro zone peers, Bunzl results cap market"
902,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug
903,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug
904,CompaniesTesco sends supermarket shares to top of FTSE
905,Severn Trent share price jumps as Canadian investor renews pursuit of utility
906,AstraZeneca R&D boss Briggs Morrison leaves to head private drugmaker
907,New Morrisons duo get former boss's support to diffuse investor tension
908,Johnson Matthey sells research chemicals unit to Thermo Scientific
909,Johnson Matthey sells research chemicals unit to Thermo Scientific
910,Standard Life slips as Greek worries peg back Britain's FTSE
911,Morrisons escapes FTSE relegation
912,S&P downgrades Barclays and RBS on government bailout fears
913,S&P downgrades Barclays and RBS on government bailout fears
914,Gross Wins Back $272 Million Fund as Old Mutual Keeps Faith
915,Irish housebuilder Cairn Homes plans London listing
916,UK stocks fall as HSBC overhaul fails to impress
917,Smith & Nephew recalls hip-replacement components
918,Arm slammed by handset sales outlook
919,Worldpay readies for Â£6bn London float
920,UPDATE 1-UK to start selling remaining Royal Mail shares
921,CompaniesLSE adds ex-SEC head Schapiro to board
922,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls
923,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls
924,FTSE 100 flat; Standard Chartered leads risers
925,Keith Skeoch to step up as David Nish quits as chief executive of Standard Life
926,Passengers rise at EasyJet and Aer Lingus
927,Passengers rise at EasyJet and Aer Lingus
928,Dixons Carphone profit boost on strong sales
929,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury"
930,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury"
931,Johnson Matthey profit lifted by metals unit sale
932,Canadian Pension fund Borealis renews pursuit of Severn Trent : report
933,FTSE steadies around 2-month low Diageo shares surge
934,"Royal Mail, Johnson Matthey lead FTSE lower"
935,"Royal Mail, Johnson Matthey lead FTSE lower"
936,Aviva closes three offices as 1500 job cuts begin
937,The UK Government's Call To Sell Shares In Royal Bank Of Scotland Group plc ...
938,Sainsbury sales slip again as price pressures take a toll
939,Sophos aims to raise $100m in London IPO
940,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays
941,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays
942,Tesco made a bit of a crucial error in this promotion for Ramadan...
943,CompaniesRoyal Mail stake sale delivers Â£750m for taxpayer
944,Borealis Infrastructure putting together new Severn Trent bid
945,Borealis Infrastructure putting together new Severn Trent bid
946,"FTSE falls to 3-month low on Greek debt concerns, easyJet skids"
947,Johnson Matthey share price slumps as company posts full-year results
948,UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee
949,UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee
950,Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale
951,Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale
952,"Tesco is the worst big supermarket for treating suppliers fairly, according to ..."
953,Petrofac books further Â£30m cost for Shetland gas terminal delays
954,Petrofac share price rises despite Â£30m costs on North Sea project
955,Whitbread boss Andy Harrison defends sales fall as 'just a blip'
956,Barclays share price subdued as bank faces fresh forex probe
957,CompaniesActelion shares hit record on Shire takeover talk
958,CompaniesActelion shares hit record on Shire takeover talk
959,Britain cuts Lloyds Banking Group stake to below 17 pct
